Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
Sniper Elite 4,2017-02-13,3.54,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Shooter', 'Adventure']","['Steam', 'Xbox Store', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Co-op', 'FPS', 'Gore', 'Multiplayer', 'Nudity', 'Open World', 'Singleplayer', 'Sniper', 'Stealth', 'Tactical', 'Third Person', 'Third-Person Shooter', 'Violent', 'War', 'World War II', 'cooperative', 'steam-trading-cards']"
Stellaris,2016-05-08,4.26,"['macOS', 'Linux', 'PC']","['Strategy', 'Simulation']","['GOG', 'Steam']","['Cross-Platform Multiplayer', '4X', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Building', 'Exploration', 'Grand Strategy', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Real-Time with Pause', 'Replay Value', 'RTS', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich']"
Mount & Blade: Warband,2010-03-30,4.32,"['macOS', 'Android', 'Linux', 'PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG', 'Strategy']","['Xbox Store', 'Google Play', 'GOG', 'Steam', 'PlayStation Store']","['Steam Achievements', 'Steam Workshop', 'Fantasy', 'First-Person', 'Hack and Slash', 'Historical', 'Horses', 'Medieval', 'Military', 'Moddable', 'Multiplayer', 'Open World', 'Realistic', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'overlay', 'role-playing', 'steam-trading-cards']"
Enter the Gungeon,2016-04-04,4.22,"['Linux', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PC']","['Action', 'Shooter', 'Adventure', 'Indie']","['PlayStation Store', 'Epic Games', 'Nintendo Store', 'GOG', 'Xbox Store', 'Steam']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Bullet Hell', 'Co-op', 'Difficult', 'Dungeon Crawler', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Loot', 'Multiplayer', 'Pixel Graphics', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen', 'Top-Down Shooter', 'Twin Stick Shooter', 'achievements', 'controller support', 'cooperative', 'Roguelite', 'Roguelike']"
Deus Ex 2: Invisible War,2003-12-01,3.09,"['PC', 'Xbox']","['Action', 'RPG']","['Steam', 'GOG']","['Action RPG', 'Atmospheric', 'Classic', 'Conspiracy', 'Cyberpunk', 'Dystopian', 'Female Protagonist', 'First-Person', 'FPS', 'Illuminati', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Transhumanism', 'Immersive Sim']"
Bully: Scholarship Edition,2008-03-04,4.06,"['PC', 'iOS', 'Android', 'Wii', 'Xbox 360']","['Action', 'Adventure']","['Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Atmospheric', 'Classic', 'Comedy', 'Controller', 'Dark Humor', 'Exploration', 'First-Person', 'Funny', 'Great Soundtrack', 'Mature', 'Multiplayer', 'Open World', 'Sandbox', 'Satire', 'Singleplayer', 'Story Rich', 'Third Person']"
Call of Juarez Gunslinger,2013-05-14,3.86,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['GOG', 'Xbox 360 Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Alternate History', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Bullet Time', 'Comedy', 'Dynamic Narration', 'First-Person', 'FPS', 'Funny', 'Gore', 'Great Soundtrack', 'Historical', 'Linear', 'Narration', 'Singleplayer', 'Story Rich', 'Western', 'steam-trading-cards']"
The Banner Saga,2014-01-14,4.1,"['PC', 'Android', 'iOS', 'PlayStation 4', 'Nintendo Switch', 'Linux', 'macOS', 'Xbox One']","['RPG', 'Strategy', 'Indie']","['GOG', 'Steam', 'Nintendo Store', 'PlayStation Store', 'Xbox Store', 'Google Play', 'App Store']","['2D', 'Action-Adventure', 'Atmospheric', 'Choices Matter', 'Crowdfunded', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Role Playing Game', 'role-playing']"
Dirty Bomb,2015-06-01,2.83,['PC'],"['Action', 'Shooter']",['Steam'],"['Steam Achievements', 'Class-Based', 'Competitive', 'Controller', 'Co-op', 'Fast-Paced', 'Female Protagonist', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Multiplayer', 'Open World', 'Parkour', 'Post-apocalyptic', 'PvP', 'Singleplayer', 'Team-Based', 'cooperative', 'steam-trading-cards']"
Max Payne 2: The Fall of Max Payne,2003-10-14,4.42,"['PC', 'PlayStation 2', 'Xbox 360']","['Action', 'Shooter']","['Steam', 'Xbox 360 Store']","['Destruction', 'Drama', 'Physics', 'Romance', 'Story', 'character', 'police', 'fall']"
Shadowrun: Dragonfall - Director's Cut,2014-09-17,3.98,"['Linux', 'PC', 'macOS', 'iOS']","['Adventure', 'RPG', 'Strategy', 'Indie']","['App Store', 'GOG', 'Steam']","['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'CRPG', 'Cyberpunk', 'Fantasy', 'Female Protagonist', 'Isometric', 'Kickstarter', 'Moddable', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Tactical', 'Touch-Friendly', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'cloud saves', 'role-playing', 'steam-trading-cards']"
DRIVECLUB,2014-09-07,3.5,['PlayStation 4'],"['Simulation', 'Racing']",[],"['Driving', 'Group Play', 'Multiplayer', 'Online multiplayer', 'exclusive', 'true exclusive']"
Dota Underlords,2020-02-25,3.32,"['Linux', 'macOS', 'PC', 'iOS', 'Android']","['Strategy', 'Board Games', 'Casual']","['App Store', 'Steam', 'Google Play']","['Cross-Platform Multiplayer', 'Partial Controller Support', 'Steam Cloud', 'Chess', 'Competitive', 'Early Access', 'Fantasy', 'Free to Play', 'Mature', 'Multiplayer', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Tactics', 'Online multiplayer', 'Automation']"
Risen 2: Dark Waters,2012-04-23,3.33,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']","['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam']","['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Gothic', 'Great Soundtrack', 'Open World', 'Pirates', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'controller support', 'steam-trading-cards', 'stats']"
Dark Souls: Remastered,2018-05-23,4.38,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['Action'],"['Steam', 'Xbox Store', 'PlayStation Store', 'Nintendo Store']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Co-op', 'Dark', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'Lore-Rich', 'Mature', 'Multiplayer', 'Open World', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'cooperative']"
Risen,2009-10-02,3.74,"['PC', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'GOG', 'Steam']","['Action RPG', 'Atmospheric', 'Character Customization', 'Classic', 'Dark Fantasy', 'Difficult', 'Exploration', 'Fantasy', 'Gothic', 'Great Soundtrack', 'Magic', 'Medieval', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'steam-trading-cards']"
Dungeon Defenders,2010-12-16,3.25,"['PC', 'Xbox 360', 'Linux', 'macOS', 'PlayStation 3', 'Android', 'iOS']","['Action', 'RPG', 'Strategy', 'Indie']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Full controller support', '4 Player Local', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Fantasy', 'Hack and Slash', 'Local Co-Op', 'Loot', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Split Screen', 'Survival', 'Third Person', 'Third-Person Shooter', 'Tower Defense', 'cooperative']"
Serious Sam HD: The Second Encounter,2010-04-28,3.92,"['PC', 'Xbox 360']","['Action', 'Shooter', 'Indie']","['Steam', 'Xbox 360 Store']","['Full controller support', 'Includes level editor', 'Aliens', 'Arena Shooter', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Classic', 'Colorful', 'Comedy', 'Co-op', 'Cult Classic', 'First-Person', 'FPS', 'Funny', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Remake', 'Sci-fi', 'Singleplayer']"
Call of Duty: Advanced Warfare,2014-10-03,3.4,"['Xbox 360', 'PlayStation 4', 'Xbox One', 'PC', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Steam', 'Xbox Store']","['Conspiracy', 'Multiplayer', 'Singleplayer', 'dash']"
Syberia 2,2004-03-28,4.07,"['PC', 'macOS', 'Nintendo Switch', 'PlayStation 3', 'PlayStation 2', 'Xbox', 'Xbox 360', 'iOS']","['Action', 'Adventure', 'Puzzle']","['PlayStation Store', 'Nintendo Store', 'Steam', 'Xbox 360 Store', 'GOG']","['Atmospheric', 'Classic', 'Female Protagonist', 'Great Soundtrack', 'Mystery', 'Point & Click', 'Singleplayer', 'Steampunk', 'Story Rich', 'puzzles']"
Tomb Raider: Legend,2006-04-07,3.84,"['PC', 'Xbox 360', 'Xbox', 'PlayStation 3', 'PlayStation 2', 'GameCube', 'PSP']","['Action', 'Adventure']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Action-Adventure', 'Partial Controller Support', 'Controller', 'Female Protagonist', 'Lara Croft', 'Singleplayer', 'Third Person', 'Third-Person Shooter']"
Just Cause,2006-09-26,3.31,"['PC', 'PlayStation 2', 'Xbox 360']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam']","['Atmospheric', 'Classic', 'Multiplayer', 'Open World', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter']"
Anomaly: Warzone Earth,2011-04-07,2.93,"['PC', 'macOS', 'iOS', 'Android', 'Linux', 'Xbox 360', 'PlayStation 3']","['Action', 'Strategy', 'Simulation', 'Indie']","['PlayStation Store', 'App Store', 'Google Play', 'Xbox 360 Store', 'GOG', 'Steam']","['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'RTS', 'Sci-fi', 'Singleplayer', 'Top-Down', 'Touch-Friendly', 'Tower Defense', 'controller support', 'steam-trading-cards']"
Crypt of the NecroDancer,2015-04-22,4.1,"['iOS', 'Linux', 'PC', 'macOS', 'Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PS Vita']","['Action', 'RPG', 'Indie']","['App Store', 'GOG', 'Steam', 'Xbox Store', 'PlayStation Store']","['2D', 'Captions available', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Co-op', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Local Co-Op', 'Music', 'Pixel Graphics', 'Procedural Generation', 'Retro', 'Rhythm', 'RPG', 'Singleplayer', 'achievements', 'controller support', 'leaderboards', 'cooperative', 'role-playing', 'Roguelite', 'Roguelike', 'steam-trading-cards']"
Dark Souls,2011-09-22,4.34,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'PlayStation Store']","['Dark', 'Exploration', 'Multiplayer', 'death', 'duel']"
SpeedRunners,2016-04-19,3.76,"['Linux', 'macOS', 'PC', 'PlayStation 4', 'Xbox One']","['Action', 'Sports', 'Racing', 'Casual', 'Indie']","['Xbox Store', 'PlayStation Store', 'Steam']","['Cross-Platform Multiplayer', '2D', 'Full controller support', '4 Player Local', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Competitive', 'Controller', 'Co-op', 'Fast-Paced', 'Funny', 'Level Editor', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Parkour', 'Singleplayer', 'Split Screen', 'Superhero', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']"
Trials Fusion,2014-04-15,3.51,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 4']",['Racing'],"['Xbox Store', 'Xbox 360 Store', 'PlayStation Store', 'Steam']","['2.5D', '2D', 'Partial Controller Support', 'Competitive', 'Difficult', 'Funny', 'Futuristic', 'Great Soundtrack', 'Level Editor', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer']"
Styx: Master of Shadows,2014-10-06,3.13,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG']","['GOG', 'Steam', 'Xbox Store', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark Fantasy', 'Difficult', 'Fantasy', 'Gore', 'Great Soundtrack', 'Magic', 'Open World', 'Parkour', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Third Person', 'steam-trading-cards']"
Sniper Elite 3,2014-06-26,3.53,"['Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']","['Action', 'Shooter', 'Adventure']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Co-op', 'FPS', 'Gore', 'Multiplayer', 'Online Co-Op', 'Open World', 'Singleplayer', 'Sniper', 'Stealth', 'Tactical', 'Third Person', 'Third-Person Shooter', 'War', 'World War II', 'cooperative', 'steam-trading-cards']"
Warhammer: End Times - Vermintide,2015-10-23,3.5,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Indie']","['PlayStation Store', 'Steam', 'Xbox Store']","['Captions available', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Co-op', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'First-Person', 'FPS', 'Games Workshop', 'Gore', 'Hack and Slash', 'Horror', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Survival', 'cooperative', 'steam-trading-cards']"
Black Mesa,2020-03-06,4.3,"['Linux', 'PC']","['Shooter', 'Indie']",['Steam'],"['Cross-Platform Multiplayer', 'Captions available', 'Includes level editor', 'Includes Source SDK', 'Aliens', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Classic', 'Co-op', 'Early Access', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Mod', 'Multiplayer', 'Remake', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Zombies', 'Online multiplayer', 'steam-trading-cards', 'exclusive', 'true exclusive']"
The Incredible Adventures of Van Helsing,2013-05-22,3.41,"['PC', 'macOS', 'Xbox One']","['Action', 'RPG', 'Indie']","['Steam', 'Xbox Store']","['Cross-Platform Multiplayer', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Based On A Novel', 'Co-op', 'Dark Fantasy', 'Dungeon Crawler', 'Fantasy', 'Funny', 'Gothic', 'Hack and Slash', 'Isometric', 'Loot', 'Magic', 'Multiplayer', 'RPG', 'Singleplayer', 'Steampunk', 'Vampire', 'cooperative', 'steam-trading-cards', 'stats']"
Trove,2015-07-09,2.72,"['PC', 'macOS', 'Xbox One', 'PlayStation 4']","['Action', 'RPG', 'Casual', 'Massively Multiplayer']","['PlayStation Store', 'Steam', 'Xbox Store']","['In-App Purchases', 'Steam Workshop', 'Building', 'Co-op', 'Crafting', 'Dungeon Crawler', 'Exploration', 'FPS', 'Free to Play', 'Funny', 'MMORPG', 'Multiplayer', 'Open World', 'Pixel Graphics', 'RPG', 'Sandbox', 'Third Person', 'Voxel', 'mmo', 'steam-trading-cards']"
S.T.A.L.K.E.R.: Call of Pripyat,2009-10-02,4.21,['PC'],"['Shooter', 'RPG']","['Steam', 'GOG']","['Action RPG', 'Atmospheric', 'Classic', 'First-Person', 'FPS', 'Horror', 'Moddable', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Survival Horror', 'Zombies']"
Dino D-Day,2011-04-08,2.25,['PC'],"['Action', 'Indie']",['Steam'],"['Alternate History', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Comedy', 'Co-op', 'Dinosaurs', 'First-Person', 'FPS', 'Funny', 'Gore', 'Historical', 'Multiplayer', 'Open World', 'PvP', 'Survival', 'Third Person', 'Third-Person Shooter', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'stats']"
"Warhammer 40,000: Dawn of War II",2009-02-18,3.95,"['Linux', 'macOS', 'PC']","['RPG', 'Strategy']",['Steam'],"['Steam Cloud', 'Atmospheric', 'Co-op', 'Co-op Campaign', 'Fantasy', 'Futuristic', 'Games Workshop', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Real-Time', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Tactical', 'Warhammer 40K', 'cooperative', 'steam-trading-cards']"
Final Fantasy VII,1997-01-31,4.39,"['PlayStation', 'Android', 'PlayStation 4', 'PlayStation 3', 'iOS', 'Xbox One', 'PlayStation 2', 'Nintendo Switch', 'PS Vita', 'PSP', 'PC']","['Adventure', 'RPG']","['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'App Store', 'Google Play', 'Steam']","[""1990's"", 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Classic', 'Cyberpunk', 'Dystopian', 'Exploration', 'Fantasy', 'Great Soundtrack', 'JRPG', 'Open World', 'Party-Based RPG', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Turn-Based Strategy', 'role-playing']"
Totally Accurate Battlegrounds,2018-06-05,2.69,['PC'],"['Action', 'Shooter', 'Indie']",['Steam'],"['Anime', 'Co-op', 'Difficult', 'First-Person', 'FPS', 'Free to Play', 'Funny', 'Memes', 'Multiplayer', 'Open World', 'Parody', 'Physics', 'PvP', 'Survival', 'Online multiplayer', 'cooperative']"
TERA,2017-01-31,2.89,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'RPG', 'Massively Multiplayer']","['PlayStation Store', 'Xbox Store', 'Steam']","['In-App Purchases', 'Action RPG', 'Partial Controller Support', 'Anime', 'Character Customization', 'Controller', 'Co-op', 'Fantasy', 'FPS', 'Free to Play', 'Magic', 'MMORPG', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvE', 'PvP', 'RPG', 'Singleplayer', 'Survival', 'Online multiplayer', 'cooperative', 'mmo', 'steam-trading-cards']"
Sonic Generations,2011-06-23,3.86,"['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Nintendo 3DS']","['Action', 'Arcade', 'Family', 'Platformer']","['Xbox Store', 'Steam', 'Xbox 360 Store', 'Nintendo Store', 'PlayStation Store']","['2D', '3D Platformer', 'Full controller support', '3D Vision', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Colorful', 'Controller', 'Family Friendly', 'Fast-Paced', 'Funny', 'Great Soundtrack', 'Moddable', 'Replay Value', 'Retro', 'Singleplayer', 'Third Person', 'Time Travel', '3D', 'stats']"
A Way Out,2018-03-23,4.08,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Adventure']","['Xbox Store', 'PlayStation Store']","['Action-Adventure', 'Atmospheric', 'Cinematic', 'Co-op', 'Split Screen', 'Stealth', 'prison']"
Yakuza Kiwami,2016-01-21,4.03,"['PlayStation 3', 'PlayStation 4', 'PC']","['Action', 'Adventure', 'RPG', 'Fighting']","['Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Crime', 'Great Soundtrack', 'Open World', 'RPG', 'Story Rich', 'Single player only', 'Minigames', 'Steam Trading Cards']"
Valkyria Chronicles,2008-04-24,4.1,"['PC', 'Nintendo Switch', 'PlayStation 4', 'PlayStation 3']","['Action', 'RPG', 'Strategy']","['Xbox Store', 'Nintendo Store', 'PlayStation Store', 'Steam']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'Romance', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Tanks', 'Third Person', 'Turn-Based', 'Turn-Based Strategy', 'War', 'World War II', 'role-playing', 'steam-trading-cards']"
Guns of Icarus Alliance,2017-03-31,2.51,"['PC', 'macOS', 'Linux']","['Action', 'Simulation', 'Indie']",['Steam'],"['In-App Purchases', 'Partial Controller Support', 'Steam Achievements', 'Steam Workshop', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Steampunk', 'Team-Based', 'Online multiplayer', 'cooperative', 'stats']"
Prince of Persia(2008),2008-12-02,3.75,"['PC', 'Xbox 360', 'PlayStation 3', 'Wii', 'Nintendo 3DS']","['Action', 'Adventure', 'Puzzle', 'Platformer']","['Xbox 360 Store', 'Nintendo Store', 'PlayStation Store', 'Steam', 'GOG']","['Atmospheric', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Open World', 'Parkour', 'Relaxing', 'Singleplayer', 'Story Rich', 'Third Person', 'controller support', 'puzzles']"
S.T.A.L.K.E.R.: Clear Sky,2008-08-22,3.93,['PC'],"['Shooter', 'RPG']","['Steam', 'GOG']","['Atmospheric', 'Classic', 'First-Person', 'FPS', 'Horror', 'Inventory Management', 'Moddable', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Survival Horror', 'Zombies']"
Tom Clancy's Splinter Cell: Conviction,2010-04-13,3.84,"['PC', 'macOS', 'Xbox 360', 'Android']","['Action', 'Adventure']","['Xbox 360 Store', 'Steam']","['Multiplayer', 'Singleplayer']"
How to Survive,2013-10-23,3.1,"['PC', 'Wii U', 'Xbox 360', 'PlayStation 4', 'Xbox One', 'PlayStation 3']","['Action', 'Adventure', 'RPG']","['Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Comedy', 'Co-op', 'Crafting', 'Funny', 'Gore', 'Hack and Slash', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Split Screen', 'Survival', 'Survival Horror', 'Third Person', 'Zombies', 'cooperative', 'steam-trading-cards']"
